ClinicalSignificance_T0,VariationID,ClinicalSignificance_T1
Benign,2975549,Benign/Likely benign
Benign,2975549,Benign/Likely benign
Benign,2975549,Benign/Likely benign
Benign,2975549,Benign/Likely benign
Likely benign,2982923,Conflicting classifications of pathogenicity
Likely benign,2982923,Conflicting classifications of pathogenicity
Likely benign,2982923,Conflicting classifications of pathogenicity
Likely benign,2982923,Conflicting classifications of pathogenicity
Likely pathogenic,2991062,Conflicting classifications of pathogenicity
Likely pathogenic,2991062,Conflicting classifications of pathogenicity
Likely pathogenic,2991062,Conflicting classifications of pathogenicity
Likely pathogenic,2991062,Conflicting classifications of pathogenicity
Likely benign,2991139,Conflicting classifications of pathogenicity
Likely benign,2991139,Conflicting classifications of pathogenicity
Likely benign,2991139,Conflicting classifications of pathogenicity
Likely benign,2991139,Conflicting classifications of pathogenicity
Pathogenic,2992941,Conflicting classifications of pathogenicity
Pathogenic,2992941,Conflicting classifications of pathogenicity
Pathogenic,2992941,Conflicting classifications of pathogenicity
Pathogenic,2992941,Conflicting classifications of pathogenicity
Pathogenic,2994411,Conflicting classifications of pathogenicity
Pathogenic,2994411,Conflicting classifications of pathogenicity
Pathogenic,2994411,Conflicting classifications of pathogenicity
Pathogenic,2994411,Conflicting classifications of pathogenicity
Uncertain significance,3003922,Conflicting classifications of pathogenicity
Uncertain significance,3003922,Conflicting classifications of pathogenicity
Uncertain significance,3003922,Conflicting classifications of pathogenicity
Uncertain significance,3003922,Conflicting classifications of pathogenicity
Pathogenic,2996797,Pathogenic/Likely pathogenic
Pathogenic,2996797,Pathogenic/Likely pathogenic
Pathogenic,2996797,Pathogenic/Likely pathogenic
Pathogenic,2996797,Pathogenic/Likely pathogenic
Uncertain significance,3006873,Conflicting classifications of pathogenicity
Uncertain significance,3006873,Conflicting classifications of pathogenicity
Uncertain significance,3006873,Conflicting classifications of pathogenicity
Uncertain significance,3006873,Conflicting classifications of pathogenicity
Benign,2998040,Benign/Likely benign
Benign,2998040,Benign/Likely benign
Benign,2998040,Benign/Likely benign
Benign,2998040,Benign/Likely benign
Benign,3001603,Conflicting classifications of pathogenicity
Benign,3001603,Conflicting classifications of pathogenicity
Benign,3001603,Conflicting classifications of pathogenicity
Benign,3001603,Conflicting classifications of pathogenicity
Uncertain significance,3014347,Conflicting classifications of pathogenicity
Uncertain significance,3014347,Conflicting classifications of pathogenicity
Uncertain significance,3014347,Conflicting classifications of pathogenicity
Uncertain significance,3014347,Conflicting classifications of pathogenicity
Uncertain significance,3019612,Conflicting classifications of pathogenicity
Uncertain significance,3019612,Conflicting classifications of pathogenicity
Uncertain significance,3019612,Conflicting classifications of pathogenicity
Uncertain significance,3019612,Conflicting classifications of pathogenicity
Likely pathogenic,3013720,Conflicting classifications of pathogenicity
Likely pathogenic,3013720,Conflicting classifications of pathogenicity
Likely pathogenic,3013720,Conflicting classifications of pathogenicity
Likely pathogenic,3013720,Conflicting classifications of pathogenicity
Benign,3017285,Conflicting classifications of pathogenicity
Benign,3017285,Conflicting classifications of pathogenicity
Benign,3017285,Conflicting classifications of pathogenicity
Benign,3017285,Conflicting classifications of pathogenicity
Pathogenic,3017031,Pathogenic/Likely pathogenic
Pathogenic,3017031,Pathogenic/Likely pathogenic
Pathogenic,3017031,Pathogenic/Likely pathogenic
Pathogenic,3017031,Pathogenic/Likely pathogenic
Benign,3023752,Benign/Likely benign
Benign,3023752,Benign/Likely benign
Benign,3023752,Benign/Likely benign
Benign,3023752,Benign/Likely benign
Uncertain significance,3025502,Likely benign
Uncertain significance,3025502,Likely benign
Uncertain significance,3025502,Likely benign
Uncertain significance,3025502,Likely benign
Likely benign,3025753,Benign
Likely benign,3025753,Benign
Likely benign,3025753,Benign
Likely benign,3025753,Benign
Benign,3026192,Likely benign
Benign,3026192,Likely benign
Benign,3026192,Likely benign
Benign,3026192,Likely benign
Likely benign,3029396,Uncertain significance
Likely benign,3029396,Uncertain significance
Likely benign,3029396,Uncertain significance
Likely benign,3029396,Uncertain significance
Likely pathogenic,3033279,Uncertain significance
Likely pathogenic,3033279,Uncertain significance
Likely pathogenic,3033279,Uncertain significance
Likely pathogenic,3033279,Uncertain significance
Likely benign,3041223,Benign
Likely benign,3041223,Benign
Likely benign,3041223,Benign
Likely benign,3041223,Benign
Benign,3057888,Benign/Likely benign
Benign,3057888,Benign/Likely benign
Benign,3057888,Benign/Likely benign
Benign,3057888,Benign/Likely benign
Likely benign,3032754,Uncertain significance
Likely benign,3032754,Uncertain significance
Likely benign,3032754,Uncertain significance
Likely benign,3032754,Uncertain significance
Likely benign,3033976,Benign
Likely benign,3033976,Benign
Likely benign,3033976,Benign
Likely benign,3033976,Benign
Benign,3035663,Likely benign
Benign,3035663,Likely benign
Benign,3035663,Likely benign
Benign,3035663,Likely benign
Benign,3037216,Likely benign
Benign,3037216,Likely benign
Benign,3037216,Likely benign
Benign,3037216,Likely benign
Benign,3035106,Likely benign
Benign,3035106,Likely benign
Benign,3035106,Likely benign
Benign,3035106,Likely benign
Likely benign,3042902,Uncertain significance
Likely benign,3042902,Uncertain significance
Likely benign,3042902,Uncertain significance
Likely benign,3042902,Uncertain significance
Uncertain significance,3050040,Conflicting classifications of pathogenicity
Uncertain significance,3050040,Conflicting classifications of pathogenicity
Uncertain significance,3050040,Conflicting classifications of pathogenicity
Uncertain significance,3050040,Conflicting classifications of pathogenicity
Likely benign,3051573,Conflicting classifications of pathogenicity
Likely benign,3051573,Conflicting classifications of pathogenicity
Likely benign,3051573,Conflicting classifications of pathogenicity
Likely benign,3051573,Conflicting classifications of pathogenicity
Uncertain significance,3051731,Likely pathogenic
Uncertain significance,3051731,Likely pathogenic
Uncertain significance,3051731,Likely pathogenic
Uncertain significance,3051731,Likely pathogenic
Likely benign,3037897,Benign
Likely benign,3037897,Benign
Likely benign,3037897,Benign
Likely benign,3037897,Benign
Benign,3039385,Likely benign
Benign,3039385,Likely benign
Benign,3039385,Likely benign
Benign,3039385,Likely benign
Benign,3039612,Benign/Likely benign
Benign,3039612,Benign/Likely benign
Benign,3039612,Benign/Likely benign
Benign,3039612,Benign/Likely benign
Likely benign,3041000,Benign
Likely benign,3041000,Benign
Likely benign,3041000,Benign
Likely benign,3041000,Benign
Likely benign,3046080,Uncertain significance
Likely benign,3046080,Uncertain significance
Likely benign,3046080,Uncertain significance
Likely benign,3046080,Uncertain significance
Benign,3043955,Likely benign
Benign,3043955,Likely benign
Benign,3043955,Likely benign
Benign,3043955,Likely benign
Likely benign,3045637,Uncertain significance
Likely benign,3045637,Uncertain significance
Likely benign,3045637,Uncertain significance
Likely benign,3045637,Uncertain significance
Benign,3038933,Benign/Likely benign
Benign,3038933,Benign/Likely benign
Benign,3038933,Benign/Likely benign
Benign,3038933,Benign/Likely benign
Benign,3040272,Likely benign
Benign,3040272,Likely benign
Benign,3040272,Likely benign
Benign,3040272,Likely benign
Benign,3040346,Likely benign
Benign,3040346,Likely benign
Benign,3040346,Likely benign
Benign,3040346,Likely benign
Benign,3043314,Likely benign
Benign,3043314,Likely benign
Benign,3043314,Likely benign
Benign,3043314,Likely benign
Benign,3045311,Benign/Likely benign
Benign,3045311,Benign/Likely benign
Benign,3045311,Benign/Likely benign
Benign,3045311,Benign/Likely benign
Likely pathogenic,3061677,Pathogenic
Likely pathogenic,3061677,Pathogenic
Likely pathogenic,3061677,Pathogenic
Likely pathogenic,3061677,Pathogenic
Uncertain significance,3051246,Likely benign
Uncertain significance,3051246,Likely benign
Uncertain significance,3051246,Likely benign
Uncertain significance,3051246,Likely benign
Benign,3055594,Likely benign
Benign,3055594,Likely benign
Benign,3055594,Likely benign
Benign,3055594,Likely benign
Likely pathogenic,3063589,Conflicting classifications of pathogenicity
Likely pathogenic,3063589,Conflicting classifications of pathogenicity
Likely pathogenic,3063589,Conflicting classifications of pathogenicity
Likely pathogenic,3063589,Conflicting classifications of pathogenicity
Likely benign,3064186,Conflicting classifications of pathogenicity
Likely benign,3064186,Conflicting classifications of pathogenicity
Likely benign,3064186,Conflicting classifications of pathogenicity
Likely benign,3064186,Conflicting classifications of pathogenicity
Likely benign,3064549,Conflicting classifications of pathogenicity
Likely benign,3064549,Conflicting classifications of pathogenicity
Likely benign,3064549,Conflicting classifications of pathogenicity
Likely benign,3064549,Conflicting classifications of pathogenicity
Likely pathogenic,3066357,Pathogenic/Likely pathogenic
Likely pathogenic,3066357,Pathogenic/Likely pathogenic
Likely pathogenic,3066357,Pathogenic/Likely pathogenic
Likely pathogenic,3066357,Pathogenic/Likely pathogenic
Likely benign,3067218,Conflicting classifications of pathogenicity
Likely benign,3067218,Conflicting classifications of pathogenicity
Likely benign,3067218,Conflicting classifications of pathogenicity
Likely benign,3067218,Conflicting classifications of pathogenicity
Benign/Likely benign,3069398,Conflicting classifications of pathogenicity
Benign/Likely benign,3069398,Conflicting classifications of pathogenicity
Benign/Likely benign,3069398,Conflicting classifications of pathogenicity
Benign/Likely benign,3069398,Conflicting classifications of pathogenicity
Uncertain significance,3076086,Conflicting classifications of pathogenicity
Uncertain significance,3076086,Conflicting classifications of pathogenicity
Uncertain significance,3076086,Conflicting classifications of pathogenicity
Uncertain significance,3076086,Conflicting classifications of pathogenicity
Uncertain significance,3077297,Conflicting classifications of pathogenicity
Uncertain significance,3077297,Conflicting classifications of pathogenicity
Uncertain significance,3077297,Conflicting classifications of pathogenicity
Uncertain significance,3077297,Conflicting classifications of pathogenicity
Uncertain significance,3085974,Conflicting classifications of pathogenicity
Uncertain significance,3085974,Conflicting classifications of pathogenicity
Uncertain significance,3085974,Conflicting classifications of pathogenicity
Uncertain significance,3085974,Conflicting classifications of pathogenicity
Uncertain significance,3103113,Conflicting classifications of pathogenicity
Uncertain significance,3103113,Conflicting classifications of pathogenicity
Uncertain significance,3103113,Conflicting classifications of pathogenicity
Uncertain significance,3103113,Conflicting classifications of pathogenicity
Uncertain significance,3101035,Conflicting classifications of pathogenicity
Uncertain significance,3101035,Conflicting classifications of pathogenicity
Uncertain significance,3101035,Conflicting classifications of pathogenicity
Uncertain significance,3101035,Conflicting classifications of pathogenicity
Likely benign,3107782,Conflicting classifications of pathogenicity
Likely benign,3107782,Conflicting classifications of pathogenicity
Likely benign,3107782,Conflicting classifications of pathogenicity
Likely benign,3107782,Conflicting classifications of pathogenicity
Uncertain significance,3159311,Conflicting classifications of pathogenicity
Uncertain significance,3159311,Conflicting classifications of pathogenicity
Uncertain significance,3159311,Conflicting classifications of pathogenicity
Uncertain significance,3159311,Conflicting classifications of pathogenicity
Likely benign,3189446,Conflicting classifications of pathogenicity
Likely benign,3189446,Conflicting classifications of pathogenicity
Likely benign,3189446,Conflicting classifications of pathogenicity
Likely benign,3189446,Conflicting classifications of pathogenicity
Uncertain significance,3192983,Conflicting classifications of pathogenicity
Uncertain significance,3192983,Conflicting classifications of pathogenicity
Uncertain significance,3192983,Conflicting classifications of pathogenicity
Uncertain significance,3192983,Conflicting classifications of pathogenicity
Likely benign,3226698,Conflicting classifications of pathogenicity
Likely benign,3226698,Conflicting classifications of pathogenicity
Likely benign,3226698,Conflicting classifications of pathogenicity
Likely benign,3226698,Conflicting classifications of pathogenicity
Pathogenic,3226331,Pathogenic/Likely pathogenic
Pathogenic,3226331,Pathogenic/Likely pathogenic
Pathogenic,3226331,Pathogenic/Likely pathogenic
Pathogenic,3226331,Pathogenic/Likely pathogenic
Likely benign,3227957,Conflicting classifications of pathogenicity
Likely benign,3227957,Conflicting classifications of pathogenicity
Likely benign,3227957,Conflicting classifications of pathogenicity
Likely benign,3227957,Conflicting classifications of pathogenicity
Likely pathogenic,3233372,Pathogenic/Likely pathogenic
Likely pathogenic,3233372,Pathogenic/Likely pathogenic
Likely pathogenic,3233372,Pathogenic/Likely pathogenic
Likely pathogenic,3233372,Pathogenic/Likely pathogenic
Pathogenic,3235260,Likely pathogenic
Pathogenic,3235260,Likely pathogenic
Pathogenic,3235260,Likely pathogenic
Pathogenic,3235260,Likely pathogenic
Likely pathogenic,3236512,Pathogenic/Likely pathogenic
Likely pathogenic,3236512,Pathogenic/Likely pathogenic
Likely pathogenic,3236512,Pathogenic/Likely pathogenic
Likely pathogenic,3236512,Pathogenic/Likely pathogenic
Likely pathogenic,3241735,Conflicting classifications of pathogenicity
Likely pathogenic,3241735,Conflicting classifications of pathogenicity
Likely pathogenic,3241735,Conflicting classifications of pathogenicity
Likely pathogenic,3241735,Conflicting classifications of pathogenicity
Uncertain significance,3248700,Conflicting classifications of pathogenicity
Uncertain significance,3248700,Conflicting classifications of pathogenicity
Uncertain significance,3248700,Conflicting classifications of pathogenicity
Uncertain significance,3248700,Conflicting classifications of pathogenicity
Uncertain significance,3249149,Likely benign
Uncertain significance,3249149,Likely benign
Uncertain significance,3249149,Likely benign
Uncertain significance,3249149,Likely benign
Uncertain significance,3249871,Likely benign
Uncertain significance,3249871,Likely benign
Uncertain significance,3249871,Likely benign
Uncertain significance,3249871,Likely benign
Pathogenic,3251584,Likely pathogenic
Pathogenic,3251584,Likely pathogenic
Pathogenic,3251584,Likely pathogenic
Pathogenic,3251584,Likely pathogenic
Pathogenic/Likely pathogenic,3251816,Uncertain significance
Pathogenic/Likely pathogenic,3251816,Uncertain significance
Pathogenic/Likely pathogenic,3251816,Uncertain significance
Pathogenic/Likely pathogenic,3251816,Uncertain significance
Uncertain significance,3256191,Conflicting classifications of pathogenicity
Uncertain significance,3256191,Conflicting classifications of pathogenicity
Uncertain significance,3256191,Conflicting classifications of pathogenicity
Uncertain significance,3256191,Conflicting classifications of pathogenicity
Pathogenic,3257285,Pathogenic/Likely pathogenic
Pathogenic,3257285,Pathogenic/Likely pathogenic
Pathogenic,3257285,Pathogenic/Likely pathogenic
Pathogenic,3257285,Pathogenic/Likely pathogenic
Uncertain significance,3275284,Conflicting classifications of pathogenicity
Uncertain significance,3275284,Conflicting classifications of pathogenicity
Uncertain significance,3275284,Conflicting classifications of pathogenicity
Uncertain significance,3275284,Conflicting classifications of pathogenicity
Uncertain significance,3275285,Conflicting classifications of pathogenicity
Uncertain significance,3275285,Conflicting classifications of pathogenicity
Uncertain significance,3275285,Conflicting classifications of pathogenicity
Uncertain significance,3275285,Conflicting classifications of pathogenicity
Uncertain significance,3279791,Conflicting classifications of pathogenicity
Uncertain significance,3279791,Conflicting classifications of pathogenicity
Uncertain significance,3279791,Conflicting classifications of pathogenicity
Uncertain significance,3279791,Conflicting classifications of pathogenicity
Likely pathogenic,3296358,Pathogenic/Likely pathogenic
Likely pathogenic,3296358,Pathogenic/Likely pathogenic
Likely pathogenic,3296358,Pathogenic/Likely pathogenic
Likely pathogenic,3296358,Pathogenic/Likely pathogenic
Likely benign,3327947,Conflicting classifications of pathogenicity
Likely benign,3327947,Conflicting classifications of pathogenicity
Likely benign,3327947,Conflicting classifications of pathogenicity
Likely benign,3327947,Conflicting classifications of pathogenicity
Uncertain significance,3336996,Conflicting classifications of pathogenicity
Uncertain significance,3336996,Conflicting classifications of pathogenicity
Uncertain significance,3336996,Conflicting classifications of pathogenicity
Uncertain significance,3336996,Conflicting classifications of pathogenicity
Uncertain significance,3337828,Likely pathogenic
Uncertain significance,3337828,Likely pathogenic
Uncertain significance,3337828,Likely pathogenic
Uncertain significance,3337828,Likely pathogenic
Pathogenic,3338040,Conflicting classifications of pathogenicity
Pathogenic,3338040,Conflicting classifications of pathogenicity
Pathogenic,3338040,Conflicting classifications of pathogenicity
Pathogenic,3338040,Conflicting classifications of pathogenicity
Pathogenic,3338644,Pathogenic/Likely pathogenic
Pathogenic,3338644,Pathogenic/Likely pathogenic
Pathogenic,3338644,Pathogenic/Likely pathogenic
Pathogenic,3338644,Pathogenic/Likely pathogenic
Conflicting classifications of pathogenicity,3338831,Likely pathogenic
Conflicting classifications of pathogenicity,3338831,Likely pathogenic
Conflicting classifications of pathogenicity,3338831,Likely pathogenic
Conflicting classifications of pathogenicity,3338831,Likely pathogenic
Conflicting classifications of pathogenicity,3339557,Pathogenic/Likely pathogenic
Conflicting classifications of pathogenicity,3339557,Pathogenic/Likely pathogenic
Conflicting classifications of pathogenicity,3339557,Pathogenic/Likely pathogenic
Conflicting classifications of pathogenicity,3339557,Pathogenic/Likely pathogenic
Likely pathogenic,3340165,Pathogenic/Likely pathogenic
Likely pathogenic,3340165,Pathogenic/Likely pathogenic
Likely pathogenic,3340165,Pathogenic/Likely pathogenic
Likely pathogenic,3340165,Pathogenic/Likely pathogenic
Uncertain significance,3340423,Conflicting classifications of pathogenicity
Uncertain significance,3340423,Conflicting classifications of pathogenicity
Uncertain significance,3340423,Conflicting classifications of pathogenicity
Uncertain significance,3340423,Conflicting classifications of pathogenicity
Uncertain significance,3340809,Conflicting classifications of pathogenicity
Uncertain significance,3340809,Conflicting classifications of pathogenicity
Uncertain significance,3340809,Conflicting classifications of pathogenicity
Uncertain significance,3340809,Conflicting classifications of pathogenicity
Benign,3341721,Likely benign
Benign,3341721,Likely benign
Benign,3341721,Likely benign
Benign,3341721,Likely benign
Likely pathogenic,3342127,Pathogenic/Likely pathogenic
Likely pathogenic,3342127,Pathogenic/Likely pathogenic
Likely pathogenic,3342127,Pathogenic/Likely pathogenic
Likely pathogenic,3342127,Pathogenic/Likely pathogenic
Pathogenic,3342376,Pathogenic/Likely pathogenic
Pathogenic,3342376,Pathogenic/Likely pathogenic
Pathogenic,3342376,Pathogenic/Likely pathogenic
Pathogenic,3342376,Pathogenic/Likely pathogenic
Likely pathogenic,3343889,Conflicting classifications of pathogenicity
Likely pathogenic,3343889,Conflicting classifications of pathogenicity
Likely pathogenic,3343889,Conflicting classifications of pathogenicity
Likely pathogenic,3343889,Conflicting classifications of pathogenicity
Likely benign,3344590,Uncertain significance
Likely benign,3344590,Uncertain significance
Likely benign,3344590,Uncertain significance
Likely benign,3344590,Uncertain significance
Uncertain significance,3344452,Pathogenic
Uncertain significance,3344452,Pathogenic
Uncertain significance,3344452,Pathogenic
Uncertain significance,3344452,Pathogenic
Uncertain significance,3348924,Likely benign
Uncertain significance,3348924,Likely benign
Uncertain significance,3348924,Likely benign
Uncertain significance,3348924,Likely benign
Uncertain significance,3354694,Pathogenic
Uncertain significance,3354694,Pathogenic
Uncertain significance,3354694,Pathogenic
Uncertain significance,3354694,Pathogenic
Conflicting classifications of pathogenicity,3370124,Likely pathogenic
Conflicting classifications of pathogenicity,3370124,Likely pathogenic
Conflicting classifications of pathogenicity,3370124,Likely pathogenic
Conflicting classifications of pathogenicity,3370124,Likely pathogenic
Likely pathogenic,3375786,Conflicting classifications of pathogenicity
Likely pathogenic,3375786,Conflicting classifications of pathogenicity
Likely pathogenic,3375786,Conflicting classifications of pathogenicity
Likely pathogenic,3375786,Conflicting classifications of pathogenicity
Likely pathogenic,3376299,Pathogenic/Likely pathogenic
Likely pathogenic,3376299,Pathogenic/Likely pathogenic
Likely pathogenic,3376299,Pathogenic/Likely pathogenic
Likely pathogenic,3376299,Pathogenic/Likely pathogenic
Pathogenic,3376522,Conflicting classifications of pathogenicity
Pathogenic,3376522,Conflicting classifications of pathogenicity
Pathogenic,3376522,Conflicting classifications of pathogenicity
Pathogenic,3376522,Conflicting classifications of pathogenicity
Pathogenic,3376527,Likely pathogenic
Pathogenic,3376527,Likely pathogenic
Pathogenic,3376527,Likely pathogenic
Pathogenic,3376527,Likely pathogenic
Benign,3378488,Benign/Likely benign
Benign,3378488,Benign/Likely benign
Benign,3378488,Benign/Likely benign
Benign,3378488,Benign/Likely benign
Likely benign,3378757,Conflicting classifications of pathogenicity
Likely benign,3378757,Conflicting classifications of pathogenicity
Likely benign,3378757,Conflicting classifications of pathogenicity
Likely benign,3378757,Conflicting classifications of pathogenicity
Benign,3378981,Conflicting classifications of pathogenicity
Benign,3378981,Conflicting classifications of pathogenicity
Benign,3378981,Conflicting classifications of pathogenicity
Benign,3378981,Conflicting classifications of pathogenicity
Benign/Likely benign,3379085,Conflicting classifications of pathogenicity
Benign/Likely benign,3379085,Conflicting classifications of pathogenicity
Benign/Likely benign,3379085,Conflicting classifications of pathogenicity
Benign/Likely benign,3379085,Conflicting classifications of pathogenicity
Benign,3379172,Conflicting classifications of pathogenicity
Benign,3379172,Conflicting classifications of pathogenicity
Benign,3379172,Conflicting classifications of pathogenicity
Benign,3379172,Conflicting classifications of pathogenicity
Uncertain significance,3380084,Conflicting classifications of pathogenicity
Uncertain significance,3380084,Conflicting classifications of pathogenicity
Uncertain significance,3380084,Conflicting classifications of pathogenicity
Uncertain significance,3380084,Conflicting classifications of pathogenicity
Uncertain significance,3380397,Conflicting classifications of pathogenicity
Uncertain significance,3380397,Conflicting classifications of pathogenicity
Uncertain significance,3380397,Conflicting classifications of pathogenicity
Uncertain significance,3380397,Conflicting classifications of pathogenicity
Conflicting classifications of pathogenicity,3380944,Uncertain significance
Conflicting classifications of pathogenicity,3380944,Uncertain significance
Conflicting classifications of pathogenicity,3380944,Uncertain significance
Conflicting classifications of pathogenicity,3380944,Uncertain significance
Pathogenic,3381004,Pathogenic/Likely pathogenic
Pathogenic,3381004,Pathogenic/Likely pathogenic
Pathogenic,3381004,Pathogenic/Likely pathogenic
Pathogenic,3381004,Pathogenic/Likely pathogenic
Pathogenic/Likely pathogenic,3381789,Pathogenic
Pathogenic/Likely pathogenic,3381789,Pathogenic
Pathogenic/Likely pathogenic,3381789,Pathogenic
Pathogenic/Likely pathogenic,3381789,Pathogenic
Likely pathogenic,3381792,Conflicting classifications of pathogenicity
Likely pathogenic,3381792,Conflicting classifications of pathogenicity
Likely pathogenic,3381792,Conflicting classifications of pathogenicity
Likely pathogenic,3381792,Conflicting classifications of pathogenicity
Uncertain significance,3383301,Conflicting classifications of pathogenicity
Uncertain significance,3383301,Conflicting classifications of pathogenicity
Uncertain significance,3383301,Conflicting classifications of pathogenicity
Uncertain significance,3383301,Conflicting classifications of pathogenicity
Likely pathogenic,3384109,Pathogenic/Likely pathogenic
Likely pathogenic,3384109,Pathogenic/Likely pathogenic
Likely pathogenic,3384109,Pathogenic/Likely pathogenic
Likely pathogenic,3384109,Pathogenic/Likely pathogenic
Uncertain significance,3385039,Conflicting classifications of pathogenicity
Uncertain significance,3385039,Conflicting classifications of pathogenicity
Uncertain significance,3385039,Conflicting classifications of pathogenicity
Uncertain significance,3385039,Conflicting classifications of pathogenicity
Uncertain significance,3385073,Likely pathogenic
Uncertain significance,3385073,Likely pathogenic
Uncertain significance,3385073,Likely pathogenic
Uncertain significance,3385073,Likely pathogenic
Uncertain significance,3385990,Conflicting classifications of pathogenicity
Uncertain significance,3385990,Conflicting classifications of pathogenicity
Uncertain significance,3385990,Conflicting classifications of pathogenicity
Uncertain significance,3385990,Conflicting classifications of pathogenicity
Likely benign,3388927,Conflicting classifications of pathogenicity
Likely benign,3388927,Conflicting classifications of pathogenicity
Likely benign,3388927,Conflicting classifications of pathogenicity
Likely benign,3388927,Conflicting classifications of pathogenicity
Likely benign,3389909,Conflicting classifications of pathogenicity
Likely benign,3389909,Conflicting classifications of pathogenicity
Likely benign,3389909,Conflicting classifications of pathogenicity
Likely benign,3389909,Conflicting classifications of pathogenicity
Likely pathogenic,3390266,Conflicting classifications of pathogenicity
Likely pathogenic,3390266,Conflicting classifications of pathogenicity
Likely pathogenic,3390266,Conflicting classifications of pathogenicity
Likely pathogenic,3390266,Conflicting classifications of pathogenicity
Likely benign,3400132,Conflicting classifications of pathogenicity
Likely benign,3400132,Conflicting classifications of pathogenicity
Likely benign,3400132,Conflicting classifications of pathogenicity
Likely benign,3400132,Conflicting classifications of pathogenicity
Likely benign,3422085,Conflicting classifications of pathogenicity
Likely benign,3422085,Conflicting classifications of pathogenicity
Likely benign,3422085,Conflicting classifications of pathogenicity
Likely benign,3422085,Conflicting classifications of pathogenicity
Uncertain significance,3424060,Conflicting classifications of pathogenicity
Uncertain significance,3424060,Conflicting classifications of pathogenicity
Uncertain significance,3424060,Conflicting classifications of pathogenicity
Uncertain significance,3424060,Conflicting classifications of pathogenicity
Uncertain significance,3445273,Conflicting classifications of pathogenicity
Uncertain significance,3445273,Conflicting classifications of pathogenicity
Uncertain significance,3445273,Conflicting classifications of pathogenicity
Uncertain significance,3445273,Conflicting classifications of pathogenicity
Likely benign,3453131,Conflicting classifications of pathogenicity
Likely benign,3453131,Conflicting classifications of pathogenicity
Likely benign,3453131,Conflicting classifications of pathogenicity
Likely benign,3453131,Conflicting classifications of pathogenicity
Likely benign,3501940,Conflicting classifications of pathogenicity
Likely benign,3501940,Conflicting classifications of pathogenicity
Likely benign,3501940,Conflicting classifications of pathogenicity
Likely benign,3501940,Conflicting classifications of pathogenicity
Likely pathogenic,3579165,Conflicting classifications of pathogenicity
Likely pathogenic,3579165,Conflicting classifications of pathogenicity
Likely pathogenic,3579165,Conflicting classifications of pathogenicity
Likely pathogenic,3579165,Conflicting classifications of pathogenicity
Uncertain significance,3579256,Conflicting classifications of pathogenicity
Uncertain significance,3579256,Conflicting classifications of pathogenicity
Uncertain significance,3579256,Conflicting classifications of pathogenicity
Uncertain significance,3579256,Conflicting classifications of pathogenicity
Likely benign,3579363,Conflicting classifications of pathogenicity
Likely benign,3579363,Conflicting classifications of pathogenicity
Likely benign,3579363,Conflicting classifications of pathogenicity
Likely benign,3579363,Conflicting classifications of pathogenicity
Uncertain significance,3574712,Conflicting classifications of pathogenicity
Uncertain significance,3574712,Conflicting classifications of pathogenicity
Uncertain significance,3574712,Conflicting classifications of pathogenicity
Uncertain significance,3574712,Conflicting classifications of pathogenicity
Uncertain significance,3580171,Conflicting classifications of pathogenicity
Uncertain significance,3580171,Conflicting classifications of pathogenicity
Uncertain significance,3580171,Conflicting classifications of pathogenicity
Uncertain significance,3580171,Conflicting classifications of pathogenicity
Likely pathogenic,3580331,Conflicting classifications of pathogenicity
Likely pathogenic,3580331,Conflicting classifications of pathogenicity
Likely pathogenic,3580331,Conflicting classifications of pathogenicity
Likely pathogenic,3580331,Conflicting classifications of pathogenicity
Uncertain significance,3581848,Conflicting classifications of pathogenicity
Uncertain significance,3581848,Conflicting classifications of pathogenicity
Uncertain significance,3581848,Conflicting classifications of pathogenicity
Uncertain significance,3581848,Conflicting classifications of pathogenicity
Likely pathogenic,3583501,Pathogenic
Likely pathogenic,3583501,Pathogenic
Likely pathogenic,3583501,Pathogenic
Likely pathogenic,3583501,Pathogenic
Uncertain significance,3577860,Conflicting classifications of pathogenicity
Uncertain significance,3577860,Conflicting classifications of pathogenicity
Uncertain significance,3577860,Conflicting classifications of pathogenicity
Uncertain significance,3577860,Conflicting classifications of pathogenicity
Uncertain significance,3581151,Conflicting classifications of pathogenicity
Uncertain significance,3581151,Conflicting classifications of pathogenicity
Uncertain significance,3581151,Conflicting classifications of pathogenicity
Uncertain significance,3581151,Conflicting classifications of pathogenicity
Likely pathogenic,3586129,Conflicting classifications of pathogenicity
Likely pathogenic,3586129,Conflicting classifications of pathogenicity
Likely pathogenic,3586129,Conflicting classifications of pathogenicity
Likely pathogenic,3586129,Conflicting classifications of pathogenicity
Likely pathogenic,3588976,Pathogenic/Likely pathogenic
Likely pathogenic,3588976,Pathogenic/Likely pathogenic
Likely pathogenic,3588976,Pathogenic/Likely pathogenic
Likely pathogenic,3588976,Pathogenic/Likely pathogenic
Uncertain significance,3597748,Conflicting classifications of pathogenicity
Uncertain significance,3597748,Conflicting classifications of pathogenicity
Uncertain significance,3597748,Conflicting classifications of pathogenicity
Uncertain significance,3597748,Conflicting classifications of pathogenicity
Likely pathogenic,3590624,Pathogenic/Likely pathogenic
Likely pathogenic,3590624,Pathogenic/Likely pathogenic
Likely pathogenic,3590624,Pathogenic/Likely pathogenic
Likely pathogenic,3590624,Pathogenic/Likely pathogenic
Uncertain significance,3589993,Conflicting classifications of pathogenicity
Uncertain significance,3589993,Conflicting classifications of pathogenicity
